code=32, textureId=0, prespace=0, width=8, advance=8, top=(1, 1), bottom=(9, 17)
code=1066, textureId=0, prespace=0, width=16, advance=16, top=(257, 97), bottom=(273, 113)
code=1067, textureId=0, prespace=0, width=16, advance=16, top=(273, 97), bottom=(289, 113)
code=1068, textureId=0, prespace=0, width=16, advance=16, top=(289, 97), bottom=(305, 113)
code=1069, textureId=0, prespace=0, width=16, advance=16, top=(305, 97), bottom=(321, 113)
code=1070, textureId=0, prespace=0, width=16, advance=16, top=(321, 97), bottom=(337, 113)
code=1071, textureId=0, prespace=0, width=16, advance=16, top=(337, 97), bottom=(353, 113)
code=1072, textureId=0, prespace=0, width=16, advance=16, top=(353, 97), bottom=(369, 113)
code=1073, textureId=0, prespace=0, width=16, advance=16, top=(369, 97), bottom=(385, 113)
code=1074, textureId=0, prespace=0, width=16, advance=16, top=(385, 97), bottom=(401, 113)
code=1075, textureId=0, prespace=0, width=16, advance=16, top=(401, 97), bottom=(417, 113)
code=1076, textureId=0, prespace=0, width=16, advance=16, top=(417, 97), bottom=(433, 113)
code=1077, textureId=0, prespace=0, width=16, advance=16, top=(433, 97), bottom=(449, 113)
code=1078, textureId=0, prespace=0, width=16, advance=16, top=(449, 97), bottom=(465, 113)
code=1079, textureId=0, prespace=0, width=16, advance=16, top=(465, 97), bottom=(481, 113)
code=1080, textureId=0, prespace=0, width=16, advance=16, top=(481, 97), bottom=(497, 113)
code=1081, textureId=0, prespace=0, width=16, advance=16, top=(1, 113), bottom=(17, 129)
code=1082, textureId=0, prespace=0, width=16, advance=16, top=(17, 113), bottom=(33, 129)
code=1083, textureId=0, prespace=0, width=16, advance=16, top=(33, 113), bottom=(49, 129)
code=1084, textureId=0, prespace=0, width=16, advance=16, top=(49, 113), bottom=(65, 129)
code=1085, textureId=0, prespace=0, width=16, advance=16, top=(65, 113), bottom=(81, 129)
code=1086, textureId=0, prespace=0, width=16, advance=16, top=(81, 113), bottom=(97, 129)
code=1087, textureId=0, prespace=0, width=16, advance=16, top=(97, 113), bottom=(113, 129)
code=1088, textureId=0, prespace=0, width=16, advance=16, top=(113, 113), bottom=(129, 129)
code=1089, textureId=0, prespace=0, width=16, advance=16, top=(129, 113), bottom=(145, 129)
code=1090, textureId=0, prespace=0, width=16, advance=16, top=(145, 113), bottom=(161, 129)
code=1091, textureId=0, prespace=0, width=16, advance=16, top=(161, 113), bottom=(177, 129)
code=1092, textureId=0, prespace=0, width=16, advance=16, top=(177, 113), bottom=(193, 129)
code=1093, textureId=0, prespace=0, width=16, advance=16, top=(193, 113), bottom=(209, 129)
code=1094, textureId=0, prespace=0, width=16, advance=16, top=(209, 113), bottom=(225, 129)
code=1095, textureId=0, prespace=0, width=16, advance=16, top=(225, 113), bottom=(241, 129)
code=1096, textureId=0, prespace=0, width=16, advance=16, top=(241, 113), bottom=(257, 129)
code=1097, textureId=0, prespace=0, width=16, advance=16, top=(257, 113), bottom=(273, 129)
code=1098, textureId=0, prespace=0, width=16, advance=16, top=(273, 113), bottom=(289, 129)
code=1099, textureId=0, prespace=0, width=16, advance=16, top=(289, 113), bottom=(305, 129)
code=1100, textureId=0, prespace=0, width=16, advance=16, top=(305, 113), bottom=(321, 129)
code=1101, textureId=0, prespace=0, width=16, advance=16, top=(321, 113), bottom=(337, 129)
code=1102, textureId=0, prespace=0, width=16, advance=16, top=(337, 113), bottom=(353, 129)
code=1103, textureId=0, prespace=0, width=16, advance=16, top=(353, 113), bottom=(369, 129)
code=1105, textureId=0, prespace=0, width=16, advance=16, top=(369, 113), bottom=(385, 129)
code=8208, textureId=0, prespace=0, width=16, advance=16, top=(385, 113), bottom=(401, 129)
code=8211, textureId=0, prespace=0, width=8, advance=8, top=(401, 113), bottom=(409, 129)
code=8212, textureId=0, prespace=0, width=8, advance=8, top=(409, 113), bottom=(417, 129)
code=8213, textureId=0, prespace=0, width=16, advance=16, top=(417, 113), bottom=(433, 129)
code=8214, textureId=0, prespace=0, width=16, advance=16, top=(433, 113), bottom=(449, 129)
code=8216, textureId=0, prespace=0, width=16, advance=16, top=(449, 113), bottom=(465, 129)
code=8217, textureId=0, prespace=0, width=16, advance=16, top=(465, 113), bottom=(481, 129)
code=8218, textureId=0, prespace=0, width=8, advance=8, top=(481, 113), bottom=(489, 129)
code=8220, textureId=0, prespace=0, width=16, advance=16, top=(489, 113), bottom=(505, 129)
code=8221, textureId=0, prespace=0, width=16, advance=16, top=(1, 129), bottom=(17, 145)
code=8222, textureId=0, prespace=0, width=8, advance=8, top=(17, 129), bottom=(25, 145)
code=8224, textureId=0, prespace=0, width=16, advance=16, top=(25, 129), bottom=(41, 145)
code=8225, textureId=0, prespace=0, width=16, advance=16, top=(41, 129), bottom=(57, 145)
code=8226, textureId=0, prespace=0, width=8, advance=8, top=(57, 129), bottom=(65, 145)
code=8229, textureId=0, prespace=0, width=16, advance=16, top=(65, 129), bottom=(81, 145)
code=8230, textureId=0, prespace=0, width=16, advance=16, top=(81, 129), bottom=(97, 145)
code=8231, textureId=0, prespace=0, width=8, advance=8, top=(97, 129), bottom=(105, 145)
code=8240, textureId=0, prespace=0, width=16, advance=16, top=(105, 129), bottom=(121, 145)
code=8242, textureId=0, prespace=0, width=16, advance=16, top=(121, 129), bottom=(137, 145)
code=8243, textureId=0, prespace=0, width=16, advance=16, top=(137, 129), bottom=(153, 145)
code=8245, textureId=0, prespace=0, width=8, advance=8, top=(153, 129), bottom=(161, 145)
code=8249, textureId=0, prespace=0, width=8, advance=8, top=(161, 129), bottom=(169, 145)
code=8250, textureId=0, prespace=0, width=8, advance=8, top=(169, 129), bottom=(177, 145)
code=8251, textureId=0, prespace=0, width=16, advance=16, top=(177, 129), bottom=(193, 145)
code=8359, textureId=0, prespace=0, width=8, advance=8, top=(193, 129), bottom=(201, 145)
code=8364, textureId=0, prespace=0, width=8, advance=8, top=(201, 129), bottom=(209, 145)
code=8451, textureId=0, prespace=0, width=16, advance=16, top=(209, 129), bottom=(225, 145)
code=8453, textureId=0, prespace=0, width=8, advance=8, top=(225, 129), bottom=(233, 145)
code=8457, textureId=0, prespace=0, width=8, advance=8, top=(233, 129), bottom=(241, 145)
code=8470, textureId=0, prespace=0, width=16, advance=16, top=(241, 129), bottom=(257, 145)
code=8481, textureId=0, prespace=0, width=16, advance=16, top=(257, 129), bottom=(273, 145)
code=8482, textureId=0, prespace=0, width=8, advance=8, top=(273, 129), bottom=(281, 145)
code=8491, textureId=0, prespace=0, width=16, advance=16, top=(281, 129), bottom=(297, 145)
code=8544, textureId=0, prespace=0, width=16, advance=16, top=(297, 129), bottom=(313, 145)
code=8545, textureId=0, prespace=0, width=16, advance=16, top=(313, 129), bottom=(329, 145)
code=8546, textureId=0, prespace=0, width=16, advance=16, top=(329, 129), bottom=(345, 145)
code=8547, textureId=0, prespace=0, width=16, advance=16, top=(345, 129), bottom=(361, 145)
code=8548, textureId=0, prespace=0, width=16, advance=16, top=(361, 129), bottom=(377, 145)
code=8549, textureId=0, prespace=0, width=16, advance=16, top=(377, 129), bottom=(393, 145)
code=8550, textureId=0, prespace=0, width=16, advance=16, top=(393, 129), bottom=(409, 145)
code=8551, textureId=0, prespace=0, width=16, advance=16, top=(409, 129), bottom=(425, 145)
code=8552, textureId=0, prespace=0, width=16, advance=16, top=(425, 129), bottom=(441, 145)
code=8553, textureId=0, prespace=0, width=16, advance=16, top=(441, 129), bottom=(457, 145)
code=8554, textureId=0, prespace=0, width=16, advance=16, top=(457, 129), bottom=(473, 145)
code=8555, textureId=0, prespace=0, width=16, advance=16, top=(473, 129), bottom=(489, 145)
code=8560, textureId=0, prespace=0, width=16, advance=16, top=(489, 129), bottom=(505, 145)
code=8561, textureId=0, prespace=0, width=16, advance=16, top=(1, 145), bottom=(17, 161)
code=8562, textureId=0, prespace=0, width=16, advance=16, top=(17, 145), bottom=(33, 161)
code=8563, textureId=0, prespace=0, width=16, advance=16, top=(33, 145), bottom=(49, 161)
code=8564, textureId=0, prespace=0, width=16, advance=16, top=(49, 145), bottom=(65, 161)
code=8565, textureId=0, prespace=0, width=16, advance=16, top=(65, 145), bottom=(81, 161)
code=8566, textureId=0, prespace=0, width=16, advance=16, top=(81, 145), bottom=(97, 161)
code=8567, textureId=0, prespace=0, width=16, advance=16, top=(97, 145), bottom=(113, 161)
code=8568, textureId=0, prespace=0, width=16, advance=16, top=(113, 145), bottom=(129, 161)
code=8569, textureId=0, prespace=0, width=16, advance=16, top=(129, 145), bottom=(145, 161)
code=8592, textureId=0, prespace=0, width=16, advance=16, top=(145, 145), bottom=(161, 161)
code=8593, textureId=0, prespace=0, width=16, advance=16, top=(161, 145), bottom=(177, 161)
code=8594, textureId=0, prespace=0, width=16, advance=16, top=(177, 145), bottom=(193, 161)
code=8595, textureId=0, prespace=0, width=16, advance=16, top=(193, 145), bottom=(209, 161)
code=8598, textureId=0, prespace=0, width=8, advance=8, top=(209, 145), bottom=(217, 161)
code=8599, textureId=0, prespace=0, width=8, advance=8, top=(217, 145), bottom=(225, 161)
code=8600, textureId=0, prespace=0, width=8, advance=8, top=(225, 145), bottom=(233, 161)
code=8601, textureId=0, prespace=0, width=8, advance=8, top=(233, 145), bottom=(241, 161)
code=8658, textureId=0, prespace=0, width=16, advance=16, top=(241, 145), bottom=(257, 161)
code=8660, textureId=0, prespace=0, width=16, advance=16, top=(257, 145), bottom=(273, 161)
code=8704, textureId=0, prespace=0, width=16, advance=16, top=(273, 145), bottom=(289, 161)
code=8706, textureId=0, prespace=0, width=16, advance=16, top=(289, 145), bottom=(305, 161)
code=8707, textureId=0, prespace=0, width=16, advance=16, top=(305, 145), bottom=(321, 161)
code=8711, textureId=0, prespace=0, width=16, advance=16, top=(321, 145), bottom=(337, 161)
code=8712, textureId=0, prespace=0, width=16, advance=16, top=(337, 145), bottom=(353, 161)
code=8715, textureId=0, prespace=0, width=16, advance=16, top=(353, 145), bottom=(369, 161)
code=8719, textureId=0, prespace=0, width=8, advance=8, top=(369, 145), bottom=(377, 161)
code=8721, textureId=0, prespace=0, width=16, advance=16, top=(377, 145), bottom=(393, 161)
code=8722, textureId=0, prespace=0, width=8, advance=8, top=(393, 145), bottom=(401, 161)
code=8725, textureId=0, prespace=0, width=8, advance=8, top=(401, 145), bottom=(409, 161)
code=8730, textureId=0, prespace=0, width=16, advance=16, top=(409, 145), bottom=(425, 161)
code=8733, textureId=0, prespace=0, width=16, advance=16, top=(425, 145), bottom=(441, 161)
code=8734, textureId=0, prespace=0, width=16, advance=16, top=(441, 145), bottom=(457, 161)
code=8735, textureId=0, prespace=0, width=16, advance=16, top=(457, 145), bottom=(473, 161)
code=8736, textureId=0, prespace=0, width=16, advance=16, top=(473, 145), bottom=(489, 161)
code=8739, textureId=0, prespace=0, width=8, advance=8, top=(489, 145), bottom=(497, 161)
code=8741, textureId=0, prespace=0, width=16, advance=16, top=(1, 161), bottom=(17, 177)
code=8743, textureId=0, prespace=0, width=16, advance=16, top=(17, 161), bottom=(33, 177)
code=8744, textureId=0, prespace=0, width=16, advance=16, top=(33, 161), bottom=(49, 177)
code=8745, textureId=0, prespace=0, width=16, advance=16, top=(49, 161), bottom=(65, 177)
code=8746, textureId=0, prespace=0, width=16, advance=16, top=(65, 161), bottom=(81, 177)
code=8747, textureId=0, prespace=0, width=16, advance=16, top=(81, 161), bottom=(97, 177)
code=8748, textureId=0, prespace=0, width=16, advance=16, top=(97, 161), bottom=(113, 177)
code=8750, textureId=0, prespace=0, width=16, advance=16, top=(113, 161), bottom=(129, 177)
code=8756, textureId=0, prespace=0, width=16, advance=16, top=(129, 161), bottom=(145, 177)
code=8757, textureId=0, prespace=0, width=16, advance=16, top=(145, 161), bottom=(161, 177)
code=8758, textureId=0, prespace=0, width=8, advance=8, top=(161, 161), bottom=(169, 177)
code=8759, textureId=0, prespace=0, width=8, advance=8, top=(169, 161), bottom=(177, 177)
code=8765, textureId=0, prespace=0, width=16, advance=16, top=(177, 161), bottom=(193, 177)
code=8776, textureId=0, prespace=0, width=8, advance=8, top=(193, 161), bottom=(201, 177)
code=8780, textureId=0, prespace=0, width=8, advance=8, top=(201, 161), bottom=(209, 177)
code=8786, textureId=0, prespace=0, width=16, advance=16, top=(209, 161), bottom=(225, 177)
code=8800, textureId=0, prespace=0, width=16, advance=16, top=(225, 161), bottom=(241, 177)
code=8801, textureId=0, prespace=0, width=16, advance=16, top=(241, 161), bottom=(257, 177)
code=8804, textureId=0, prespace=0, width=8, advance=8, top=(257, 161), bottom=(265, 177)
code=8805, textureId=0, prespace=0, width=8, advance=8, top=(265, 161), bottom=(273, 177)
code=8806, textureId=0, prespace=0, width=16, advance=16, top=(273, 161), bottom=(289, 177)
code=8807, textureId=0, prespace=0, width=16, advance=16, top=(289, 161), bottom=(305, 177)
code=8810, textureId=0, prespace=0, width=16, advance=16, top=(305, 161), bottom=(321, 177)
code=8811, textureId=0, prespace=0, width=16, advance=16, top=(321, 161), bottom=(337, 177)
code=8814, textureId=0, prespace=0, width=8, advance=8, top=(337, 161), bottom=(345, 177)
code=8815, textureId=0, prespace=0, width=8, advance=8, top=(345, 161), bottom=(353, 177)
code=8834, textureId=0, prespace=0, width=16, advance=16, top=(353, 161), bottom=(369, 177)
code=8835, textureId=0, prespace=0, width=16, advance=16, top=(369, 161), bottom=(385, 177)
code=8838, textureId=0, prespace=0, width=16, advance=16, top=(385, 161), bottom=(401, 177)
code=8839, textureId=0, prespace=0, width=16, advance=16, top=(401, 161), bottom=(417, 177)
code=8853, textureId=0, prespace=0, width=8, advance=8, top=(417, 161), bottom=(425, 177)
code=8857, textureId=0, prespace=0, width=8, advance=8, top=(425, 161), bottom=(433, 177)
code=8869, textureId=0, prespace=0, width=16, advance=16, top=(433, 161), bottom=(449, 177)
code=8895, textureId=0, prespace=0, width=16, advance=16, top=(449, 161), bottom=(465, 177)
code=8978, textureId=0, prespace=0, width=16, advance=16, top=(465, 161), bottom=(481, 177)
code=9312, textureId=0, prespace=0, width=16, advance=16, top=(481, 161), bottom=(497, 177)
code=9313, textureId=0, prespace=0, width=16, advance=16, top=(1, 177), bottom=(17, 193)
code=9314, textureId=0, prespace=0, width=16, advance=16, top=(17, 177), bottom=(33, 193)
code=9315, textureId=0, prespace=0, width=16, advance=16, top=(33, 177), bottom=(49, 193)
code=9316, textureId=0, prespace=0, width=16, advance=16, top=(49, 177), bottom=(65, 193)
code=9317, textureId=0, prespace=0, width=16, advance=16, top=(65, 177), bottom=(81, 193)
code=9318, textureId=0, prespace=0, width=16, advance=16, top=(81, 177), bottom=(97, 193)
code=9319, textureId=0, prespace=0, width=16, advance=16, top=(97, 177), bottom=(113, 193)
code=9320, textureId=0, prespace=0, width=16, advance=16, top=(113, 177), bottom=(129, 193)
code=9321, textureId=0, prespace=0, width=16, advance=16, top=(129, 177), bottom=(145, 193)
code=9322, textureId=0, prespace=0, width=16, advance=16, top=(145, 177), bottom=(161, 193)
code=9323, textureId=0, prespace=0, width=16, advance=16, top=(161, 177), bottom=(177, 193)
code=9324, textureId=0, prespace=0, width=16, advance=16, top=(177, 177), bottom=(193, 193)
code=9325, textureId=0, prespace=0, width=16, advance=16, top=(193, 177), bottom=(209, 193)
code=9326, textureId=0, prespace=0, width=16, advance=16, top=(209, 177), bottom=(225, 193)
code=9327, textureId=0, prespace=0, width=16, advance=16, top=(225, 177), bottom=(241, 193)
code=9328, textureId=0, prespace=0, width=16, advance=16, top=(241, 177), bottom=(257, 193)
code=9329, textureId=0, prespace=0, width=16, advance=16, top=(257, 177), bottom=(273, 193)
code=9330, textureId=0, prespace=0, width=16, advance=16, top=(273, 177), bottom=(289, 193)
code=9331, textureId=0, prespace=0, width=16, advance=16, top=(289, 177), bottom=(305, 193)
code=9332, textureId=0, prespace=0, width=16, advance=16, top=(305, 177), bottom=(321, 193)
code=9333, textureId=0, prespace=0, width=16, advance=16, top=(321, 177), bottom=(337, 193)
code=9334, textureId=0, prespace=0, width=16, advance=16, top=(337, 177), bottom=(353, 193)
code=9335, textureId=0, prespace=0, width=16, advance=16, top=(353, 177), bottom=(369, 193)
code=9336, textureId=0, prespace=0, width=16, advance=16, top=(369, 177), bottom=(385, 193)
code=9337, textureId=0, prespace=0, width=16, advance=16, top=(385, 177), bottom=(401, 193)
code=9338, textureId=0, prespace=0, width=16, advance=16, top=(401, 177), bottom=(417, 193)
code=9339, textureId=0, prespace=0, width=16, advance=16, top=(417, 177), bottom=(433, 193)
code=9340, textureId=0, prespace=0, width=16, advance=16, top=(433, 177), bottom=(449, 193)
code=9341, textureId=0, prespace=0, width=16, advance=16, top=(449, 177), bottom=(465, 193)
code=9342, textureId=0, prespace=0, width=16, advance=16, top=(465, 177), bottom=(481, 193)
code=9343, textureId=0, prespace=0, width=16, advance=16, top=(481, 177), bottom=(497, 193)
code=9344, textureId=0, prespace=0, width=16, advance=16, top=(1, 193), bottom=(17, 209)
code=9345, textureId=0, prespace=0, width=16, advance=16, top=(17, 193), bottom=(33, 209)
code=9346, textureId=0, prespace=0, width=16, advance=16, top=(33, 193), bottom=(49, 209)
code=9347, textureId=0, prespace=0, width=16, advance=16, top=(49, 193), bottom=(65, 209)
code=9348, textureId=0, prespace=0, width=16, advance=16, top=(65, 193), bottom=(81, 209)
code=9349, textureId=0, prespace=0, width=16, advance=16, top=(81, 193), bottom=(97, 209)
